measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Germany,Both,All ages,COVID-19,Rate,2020,39.40949705237272,43.90228032895038,36.541683759684396
Deaths,Germany,Both,15-49 years,COVID-19,Percent,2020,0.04727979307148375,0.05284636771208395,0.04348416045608547
Deaths,Germany,Both,15-49 years,COVID-19,Rate,2020,3.4683490120391793,3.8766124127608177,3.187288662373497
Deaths,Indonesia,Both,All ages,COVID-19,Percent,2021,0.1092648871192129,0.19449356663373385,0.059692428887176234
Deaths,Indonesia,Both,All ages,COVID-19,Rate,2021,86.4120009420648,164.7104127157382,45.895448648633675
Deaths,Indonesia,Both,15-49 years,COVID-19,Percent,2021,0.11696129371544751,0.20966841342673864,0.061824305600745665
Deaths,Indonesia,Both,15-49 years,COVID-19,Rate,2021,26.347786336284997,50.16024916020879,13.696050554711189
Deaths,Germany,Both,All ages,COVID-19,Percent,2021,0.07784387019497363,0.08054365762911216,0.07460549207909767
Deaths,Germany,Both,All ages,COVID-19,Rate,2021,91.93351855260218,95.33457721001221,87.96251170430654
Deaths,Germany,Both,15-49 years,COVID-19,Percent,2021,0.10616142746726405,0.11157631981220531,0.10091582585377436
Deaths,Germany,Both,15-49 years,COVID-19,Rate,2021,7.965160590186918,8.399198605974407,7.541421962472859
Deaths,United States of America,Both,All ages,COVID-19,Percent,2020,0.1270171103227867,0.13156217118074928,0.1225722281896749
Deaths,United States of America,Both,All ages,COVID-19,Rate,2020,128.64146045427427,133.47057198116588,124.07161118760182
Deaths,United States of America,Both,15-49 years,COVID-19,Percent,2020,0.17510566363438995,0.18175515693027341,0.1683398507701326
Deaths,United States of America,Both,15-49 years,COVID-19,Rate,2020,33.359688397976925,34.66346005791911,32.05848855339078
Deaths,Kenya,Both,All ages,COVID-19,Percent,2020,0.13880068956145628,0.15708271169530255,0.12203795822962991
Deaths,Kenya,Both,All ages,COVID-19,Rate,2020,93.2476968292164,101.43168504270717,85.9780481149878
Deaths,Kenya,Both,15-49 years,COVID-19,Percent,2020,0.12252163141694,0.1380375989272404,0.10706647274465009
Deaths,Kenya,Both,15-49 years,COVID-19,Rate,2020,42.76239618865506,46.48391482470454,39.44860763706212
Deaths,Japan,Both,All ages,COVID-19,Percent,2020,0.0025412593754785317,0.0028706142677613574,0.0022726000789291575
Deaths,Japan,Both,All ages,COVID-19,Rate,2020,2.7145612633163596,3.0703090618549123,2.423480203519094
Deaths,Japan,Both,15-49 years,COVID-19,Percent,2020,0.002767057275325074,0.003087994282793649,0.002493724654468116
Deaths,Japan,Both,15-49 years,COVID-19,Rate,2020,0.1896470243947765,0.21168485680715257,0.1706402244330183
Deaths,Kenya,Both,All ages,COVID-19,Percent,2021,0.17446709267706095,0.19657548104528225,0.15331208530269833
Deaths,Kenya,Both,All ages,COVID-19,Rate,2021,124.13728819903623,135.9238813384904,111.11541157134008
Deaths,Kenya,Both,15-49 years,COVID-19,Percent,2021,0.15942826048687148,0.17979799636130703,0.13705093512204666
Deaths,Kenya,Both,15-49 years,COVID-19,Rate,2021,56.76325040005262,62.24491707696614,50.83830504977036
Deaths,Russian Federation,Both,All ages,COVID-19,Percent,2021,0.21454404826238077,0.2507368704355881,0.17963967964568514
Deaths,Russian Federation,Both,All ages,COVID-19,Rate,2021,357.58521605815787,417.82808798078304,299.2266122226601
Deaths,Russian Federation,Both,15-49 years,COVID-19,Percent,2021,0.14912789732176493,0.1910354495334838,0.11103204361123084
Deaths,Russian Federation,Both,15-49 years,COVID-19,Rate,2021,55.83101124740118,71.40501563078524,41.51577481055258
Deaths,Bangladesh,Both,All ages,COVID-19,Percent,2021,0.11985361536460364,0.14910340516728932,0.09511153548369734
Deaths,Bangladesh,Both,All ages,COVID-19,Rate,2021,79.16895232640866,96.11007303451504,67.81881984500903
Deaths,Bangladesh,Both,15-49 years,COVID-19,Percent,2021,0.126678087177038,0.16026013857510707,0.09868016756491711
Deaths,Bangladesh,Both,15-49 years,COVID-19,Rate,2021,19.532304484716267,23.72705631496159,16.726350468242956
Deaths,Nigeria,Both,All ages,COVID-19,Percent,2021,0.07186315355455153,0.08336138321376049,0.06122487794225394
Deaths,Nigeria,Both,All ages,COVID-19,Rate,2021,56.44638552029111,63.663965276931336,50.52948134269381
Deaths,Nigeria,Both,15-49 years,COVID-19,Percent,2021,0.09641677667446162,0.12001279302911376,0.07672992990665367
Deaths,Nigeria,Both,15-49 years,COVID-19,Rate,2021,26.348955335605375,29.725937533157172,23.579416000471642
Deaths,Australia,Both,All ages,COVID-19,Percent,2020,0.005892728150173126,0.006151180105011448,0.005614214327522371
Deaths,Australia,Both,All ages,COVID-19,Rate,2020,3.748513811676273,3.9082412949205807,3.566363314422274
Deaths,Australia,Both,15-49 years,COVID-19,Percent,2020,0.0028906989121934984,0.003048266012237136,0.002715365952131183
Deaths,Australia,Both,15-49 years,COVID-19,Rate,2020,0.23163368431591902,0.24375960420668327,0.21730994344777863
Deaths,Brazil,Both,All ages,COVID-19,Percent,2020,0.1257607083768516,0.13670646862881555,0.11643750262024763
Deaths,Brazil,Both,All ages,COVID-19,Rate,2020,91.24736586602899,99.34706036988673,84.41006867212357
Deaths,Brazil,Both,15-49 years,COVID-19,Percent,2020,0.10147783463431952,0.11006292766019946,0.09415106276284121
Deaths,Brazil,Both,15-49 years,COVID-19,Rate,2020,21.901328206611137,23.845813383266727,20.234795792274614
Deaths,Japan,Both,All ages,COVID-19,Percent,2021,0.010355860105174239,0.012322714792593354,0.008739815757581652
Deaths,Japan,Both,All ages,COVID-19,Rate,2021,11.657724081474315,13.872192365649907,9.849034458573957
Deaths,Japan,Both,15-49 years,COVID-19,Percent,2021,0.006561300067523369,0.008438357994779495,0.0051953965978398225
Deaths,Japan,Both,15-49 years,COVID-19,Rate,2021,0.4367700234658335,0.5638038117692633,0.3458533496857375
Deaths,Romania,Both,All ages,COVID-19,Percent,2020,0.10217157062572739,0.142549886553672,0.06335834709280787
Deaths,Romania,Both,All ages,COVID-19,Rate,2020,158.68561947831927,220.75129074013293,99.01620121196613
Deaths,Romania,Both,15-49 years,COVID-19,Percent,2020,0.09837691515267216,0.14456403811214788,0.057845581818270785
Deaths,Romania,Both,15-49 years,COVID-19,Rate,2020,18.023526479843415,26.29257100085267,10.591083526781118
Deaths,India,Both,All ages,COVID-19,Percent,2021,0.14201605701633324,0.1530028210195809,0.13111587244722522
Deaths,India,Both,All ages,COVID-19,Rate,2021,117.80370068827496,122.76382986126137,111.84381897252779
Deaths,India,Both,15-49 years,COVID-19,Percent,2021,0.1349575399538977,0.14674669944006644,0.12345071085640218
Deaths,India,Both,15-49 years,COVID-19,Rate,2021,31.559726398115377,32.89717174680087,29.984681696131656
Deaths,Brazil,Both,All ages,COVID-19,Percent,2021,0.23568494633717724,0.2510851625463744,0.22050624016636583
Deaths,Brazil,Both,All ages,COVID-19,Rate,2021,192.1969762258807,205.1652264623541,179.383098434745
Deaths,Brazil,Both,15-49 years,COVID-19,Percent,2021,0.23364938022087275,0.2494287961841723,0.21814234415947603
Deaths,Brazil,Both,15-49 years,COVID-19,Rate,2021,59.36111818250628,63.67356157231136,55.23363519586098
Deaths,Italy,Both,All ages,COVID-19,Percent,2020,0.1130485348610423,0.11709801582147564,0.1089868815583398
Deaths,Italy,Both,All ages,COVID-19,Rate,2020,139.2720837898269,144.3082847151729,134.12932973358335
Deaths,Italy,Both,15-49 years,COVID-19,Percent,2020,0.1274905734647769,0.13479930238024837,0.12025360066392367
Deaths,Italy,Both,15-49 years,COVID-19,Rate,2020,8.201798959897065,8.677591654210586,7.719719642393612
Deaths,Chile,Both,All ages,COVID-19,Percent,2021,0.20914657298645215,0.21778756153237658,0.19970870828627263
Deaths,Chile,Both,All ages,COVID-19,Rate,2021,149.0404092460287,154.8478180973691,143.25717266713886
Deaths,Chile,Both,15-49 years,COVID-19,Percent,2021,0.2096604188663835,0.21815500274688926,0.2012444935194657
Deaths,Chile,Both,15-49 years,COVID-19,Rate,2021,26.194075513581385,27.25069312281424,25.223956469754622
Deaths,Ethiopia,Both,All ages,COVID-19,Percent,2021,0.15412324594606308,0.17379148726404803,0.13488139652297293
Deaths,Ethiopia,Both,All ages,COVID-19,Rate,2021,104.01597056645781,112.80882909619615,95.11575196764625
Deaths,Ethiopia,Both,15-49 years,COVID-19,Percent,2021,0.1598638511434481,0.18423604044362424,0.13834763512167658
Deaths,Ethiopia,Both,15-49 years,COVID-19,Rate,2021,45.96066733150252,49.830576543687044,42.05423724509494
Deaths,Saudi Arabia,Both,All ages,COVID-19,Percent,2020,0.08099218528294595,0.10090010078153473,0.05967363058729405
Deaths,Saudi Arabia,Both,All ages,COVID-19,Rate,2020,33.62943704114116,39.86061179496122,26.441700554367497
Deaths,Saudi Arabia,Both,15-49 years,COVID-19,Percent,2020,0.07152797877382078,0.09403147480801922,0.05029456349751475
Deaths,Saudi Arabia,Both,15-49 years,COVID-19,Rate,2020,17.390041538486138,20.61032534319353,13.67762303503422
Deaths,Italy,Both,All ages,COVID-19,Percent,2021,0.09086397926835967,0.09569885716893528,0.0865860908207042
Deaths,Italy,Both,All ages,COVID-19,Rate,2021,106.19180038529572,111.9663099106196,100.9876724355437
Deaths,Italy,Both,15-49 years,COVID-19,Percent,2021,0.12378565593008006,0.13291860246035497,0.11609417525330128
Deaths,Italy,Both,15-49 years,COVID-19,Rate,2021,8.235354306819042,8.84022219062604,7.700402633098253
Deaths,China,Both,All ages,COVID-19,Percent,2020,0.0023674046023309976,0.011763558040240589,0.0005064345390425812
Deaths,China,Both,All ages,COVID-19,Rate,2020,1.8988807796412692,9.668453975892492,0.4137580881263417
Deaths,China,Both,15-49 years,COVID-19,Percent,2020,0.0025123767138931856,0.012680960098994056,0.0005644410239180298
Deaths,China,Both,15-49 years,COVID-19,Rate,2020,0.3068649731953291,1.600954045747828,0.06986865735349089
Deaths,Saudi Arabia,Both,All ages,COVID-19,Percent,2021,0.05728623501697721,0.08125839578274067,0.03655794034639937
Deaths,Saudi Arabia,Both,All ages,COVID-19,Rate,2021,23.485411691809514,32.1858339225712,15.85233756998228
Deaths,Saudi Arabia,Both,15-49 years,COVID-19,Percent,2021,0.05065462686652223,0.0753360988775196,0.03007000211079756
Deaths,Saudi Arabia,Both,15-49 years,COVID-19,Rate,2021,12.107142260999366,16.592780156524938,8.174339542967937
Deaths,Romania,Both,All ages,COVID-19,Percent,2021,0.1621155844832703,0.2312239487624833,0.10237285120480953
Deaths,Romania,Both,All ages,COVID-19,Rate,2021,286.1462180864478,408.3458874032759,180.79752047104444
Deaths,Romania,Both,15-49 years,COVID-19,Percent,2021,0.15884900439290608,0.23929865777697273,0.09235764224101692
Deaths,Romania,Both,15-49 years,COVID-19,Rate,2021,32.554652382049525,49.16194488037686,19.12374879520939
Deaths,United States of America,Both,All ages,COVID-19,Percent,2021,0.13929298670182555,0.1424576424126143,0.1365513067551055
Deaths,United States of America,Both,All ages,COVID-19,Rate,2021,145.35398147932767,148.75147847625857,142.61521414921359
Deaths,United States of America,Both,15-49 years,COVID-19,Percent,2021,0.19479365397573192,0.19971600650161106,0.1906664890526293
Deaths,United States of America,Both,15-49 years,COVID-19,Rate,2021,37.48047493960081,38.348130645254834,36.744991824645574
Deaths,Egypt,Both,All ages,COVID-19,Percent,2020,0.11009510120914082,0.14480017492345815,0.0741228321084871
Deaths,Egypt,Both,All ages,COVID-19,Rate,2020,68.19287875990663,90.14021015607231,47.07465288102832
Deaths,Egypt,Both,15-49 years,COVID-19,Percent,2020,0.15149303800672148,0.19657987110238623,0.10212673368039388
Deaths,Egypt,Both,15-49 years,COVID-19,Rate,2020,26.04384681687202,34.42690323695114,17.96811023175548
