measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,532.02108557858,769.92139060985,279.26367731637
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,540.12831552773,746.39908947658,306.57454236926003
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,554.6085202176499,761.05348820302,307.57178991512995
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,565.54660616541,793.90775844647,331.26281927189996
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,567.8983508820701,808.03598723958,316.37546221366
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,520.0942307722801,711.6498532782,301.39885824297
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,556.8605867626,773.2180688854501,312.08545495734
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,581.0030527737699,778.05585734037,337.59475184458
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,619.86995948665,840.09523028571,376.21024039043
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,632.67405295573,828.4867966462399,381.15148274739
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,624.33862448726,826.34842125966,381.49546343189
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,608.358198514,804.5332573880701,368.10293985382
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,588.55857405917,781.8302396357399,364.4507765848
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,565.74597563278,746.55691205835,355.8021223019
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,545.66058837187,732.6881806394999,340.38873209327
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,775.78532353794,1041.5815982904,446.82642987426
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,790.24036401556,1050.4410099813301,467.43793950714
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,806.25995128776,1046.47974690723,500.02851531225997
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,822.13840294417,1070.78133556695,500.90530202748005
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,826.32648178777,1054.89872699456,508.28095570978996
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,815.53026647029,1035.94221415036,515.9427648952201
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,793.09993186588,1018.51158204439,499.64727621445
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,747.6528963511901,953.1713871870901,476.58485995933995
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,700.3762511313099,900.19225708556,442.14731372389
DALYs (Disability-Adjusted Life Years),China,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,660.25296353822,845.53232216894,433.88310911556
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,340.34702608966,503.02975443747005,221.91734635495
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,341.21325708486,503.57894979019,225.69409829186998
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,347.92151851341,513.3738881056,229.60071965414
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,354.0473372069,529.7345222927399,230.78556310906
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,357.71163760681,524.32738421386,231.58834358568998
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,356.07534462912,525.90668184202,225.75623923604002
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,338.77386679119,490.82606785569004,222.15347858086
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,306.84061789827,445.08440961401,198.78940131168002
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,275.65543381746,404.69396245325,176.44419850179
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,257.75657673025,383.33973355006003,158.66129279555
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,160.6552173538,202.44361316108,122.36100440023
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,164.93109187799,207.59543706318001,126.68405011203
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,164.59949041073,205.68277789597,127.06530317026001
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,166.02079070546,207.10741438977,128.60716050861
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,169.7391048523,210.92830250980998,130.95923359714
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,163.92669465791,202.93283765943,127.13514921681
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,160.99323251648,200.63897584014998,124.42816722693999
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,143.06219033097,180.15498640171,108.43218095555
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,125.42495476718001,159.74721127364,94.91913082338
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,111.27345841946,143.1646229315,82.81068024827
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,113.27636050416,189.873907127,54.238883524269994
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,112.75031747896001,184.64745060027002,57.36848063862
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,114.3358784126,188.85037727438,58.947771865369994
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,118.19141741818,197.09475250301,60.96907337464
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,119.07964961180001,207.04035691519,59.613673180670006
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,121.99693977215,218.6350549132,57.45215921109
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,127.65119606270999,237.15016381033,62.918377888360006
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,134.33138153759,245.0483528687,65.80158837779
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,144.35559966414002,267.43818433819,71.18454711698
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,154.49456632453,290.20095601245,71.01251550795
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,208.74418791747,363.03159916136,112.1776962489
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,208.49087321247998,344.83373269011,114.95222593855001
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,208.80930419308,338.53181343261,112.04454895116999
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,209.9167753203,343.60063237421,112.50539478628
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,211.94521220336003,358.34152863916,113.07230490882999
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,214.67654091459,391.1104644848,105.16778307912
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,221.11282485118,373.15204396047,112.02908506466
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,232.38819872054998,391.37577825975,120.55928305322999
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,246.09755798877998,425.85161073233,126.13220764004
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,260.12780284733,473.13101285644,127.50532277229
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,1401.70502963528,2060.0269320005,771.45386198614
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,1404.93504096744,2008.65260702121,778.87946103795
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,1434.50811818625,2056.65510970676,784.56718010871
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,1469.5817211818699,2093.61313940352,810.2134155131699
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,1502.27327470982,2092.93645196523,799.29306136668
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,1542.00518673175,2172.09919918241,816.7447685162
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,1577.52660188435,2147.1082008666103,898.91726199587
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,1629.09563739871,2200.4461054420303,936.33616666811
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,1672.19204917619,2316.66831919881,972.7533844247099
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,1683.00066309754,2304.85575976134,972.42108149987
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,258.25601189954,453.87257659860995,126.92424781448001
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,257.66622329246997,447.69525206272004,124.5121795554
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,264.79342961757,464.51467902608,123.36089109820001
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,277.16207878564,495.23335569611004,123.56312020188999
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,287.44346836793,531.02080356515,121.1681392664
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,301.63566421787,555.94953355768,119.53678732776001
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,327.60919845698,607.89041953711,130.06922839488
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,355.84883122403,638.16604265489,138.25218300107
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,389.20398000218,696.47325264954,139.63252828204
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,413.30301143979,742.59965841567,145.18782933125
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,870.48591450054,1204.99501939258,497.31407164935996
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,808.8470360546701,1086.77151520766,491.79553756664
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,740.36741462807,1003.98584781141,462.97510294359006
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,674.8725118286,918.21186103326,427.14847810775
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,621.37345854462,886.11987655691,386.05327401026
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,591.11265254566,862.83042762893,355.14160778198
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,596.03698018424,827.82816140616,369.11526093444
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,618.00337597375,827.92840276998,403.58614154831
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,633.62241614277,871.84865407365,401.92478849254
DALYs (Disability-Adjusted Life Years),Maldives,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,631.54889908753,901.74408323112,378.36256322831
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,591.21172511995,839.0738399322299,376.35771552818
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,570.30050405988,786.5731331489601,384.26408779678
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,540.5632101440899,722.35409722978,380.26720124742
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,527.9703696787,698.1038657098301,369.35869485948
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,525.33764321095,701.68798451495,366.12102450753997
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,550.21927519865,753.29654148958,377.10352529291
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,548.6153266220399,738.68698470179,381.91106311735
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,559.19239471878,752.8226268449,387.57827723831
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,565.97902640634,777.50625242899,383.02196108918
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,561.16613539362,792.9607554355299,371.75492904699
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,317.73626272305,553.97617705534,159.79326285917
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,317.16997038624,547.62275140522,158.03032455082
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,319.40319574298,542.20407803958,154.04941526463
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,325.87325699247003,556.6128158274399,152.83996514381
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,333.93277696141,577.12660091942,151.8490135229
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,343.90651377318,593.16867574926,151.56554142636
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,361.69950178945004,606.28952769747,156.65031421768
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,389.76140317607997,644.74443497083,164.22124911165
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,415.40257937812,689.42659671917,168.78614427720998
DALYs (Disability-Adjusted Life Years),Lao People's Democratic Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,431.57910629002,737.7064720847001,176.75160182875
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,348.66577890878,541.87152857043,175.82167271209
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,351.31362206277004,530.4267637079299,185.54303986966
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,370.45701802327,564.29165786782,192.85313667707
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,387.30879205564,590.74146712995,199.86924724621002
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,403.12447727201004,601.2571800406,201.06710987289
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,422.1044061518,641.1488991682,196.94129369200002
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,438.06658834633,656.3296597147901,233.4472249753
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,452.7583582567,679.47496805913,238.54029435621
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,469.71210594294,694.8401439813899,253.39784658813002
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,475.85556332124,694.8699210746599,256.86832652165
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,316.94998764232,382.17925965181,253.15577267294
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,329.00659249170997,394.29439351546006,264.91358052218004
