measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2015,89.74595147424,181.09910088587,16.829882782920002
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2016,0.0397441536177266,0.0767192063702503,0.0073825856449941
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2016,88.33587741805,173.47066613444,16.40141127583
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2017,0.0418635300106628,0.0805994757325863,0.0078634472239804
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2017,89.96214080174,174.48183436642998,16.92356599915
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2018,0.0437394765907021,0.0830015628824881,0.0080792490129996
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2018,90.53941105423,175.72653171318,16.95003125968
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2019,0.044604746816021,0.0865203187789495,0.0081548478279406
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2019,88.88004811137999,171.23205317531,16.31074492399
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.0742820168672007,0.1649629470387453,0.0244333547345253
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,165.11542141758,371.20807849151,54.3998908451
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.0744139109837935,0.1469919937917818,0.0278037777056768
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,167.56616088999002,326.30569045898,63.56447958759
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.0744184065806578,0.1363657898343346,0.0310309196918943
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,169.38259653275,304.25062260121,69.55677958761
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.074537742105586,0.1364468674218388,0.0319433317015036
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,170.74261248815,314.90207691825,71.91734222061
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.0747906162673537,0.1424912089683063,0.031043956349796
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,172.04452147791,329.52228285078,70.37490492243
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.0749996047041806,0.1563329636723386,0.0269740846446472
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,173.18744555423,373.36816451078,62.93833538048
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.0763848930778031,0.1411962782992279,0.0339817590811515
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,176.72951727094,344.98554307975996,76.83591897752001
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.0791323466418191,0.1398217102670351,0.0340693630781492
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,183.45661697805,345.12959016356,78.94614730048
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.0817487700690931,0.1564542389072686,0.0328420974123713
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,189.36003782247002,375.96798454934,77.14955757321
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.0829972783572104,0.1825250648266637,0.0275960563148283
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,191.86589191266,437.56951140965003,62.59381410837
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2010,0.1075442888863644,0.1951740157224074,0.0178742691680933
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2010,70.44644336287,126.25856930468998,11.92504957701
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2011,0.1138605446262804,0.2052004254953047,0.0189330350912602
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2011,69.63001174408,125.55302782226,11.88472680185
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2012,0.122915015115189,0.2207317473067002,0.0206086044556219
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2012,71.75307968337,127.64469438469,12.20892998959
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2013,0.1326138075438474,0.236713208767233,0.0219419313180752
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2013,74.40412988092,131.66841220179,12.925151045580002
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2014,0.1402639275532215,0.2485377008901244,0.0232543661083745
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2014,76.10783634415,134.52317296597,13.21615064648
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2015,0.1438564148102158,0.2556195281639928,0.0240709319865298
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2015,76.57351138423,136.91468006709,13.139406802369999
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2016,0.1447738017348725,0.2580351151558092,0.0241533845457627
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2016,76.27239592991,133.00222153101,13.03186819987
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2017,0.1441262052093531,0.2566106490910115,0.0233365508686272
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2017,73.54367780404999,131.93592424112,12.15113274294
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2018,0.142382432139359,0.2519202137183462,0.0219026546869317
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2018,70.02393613465,122.50923858736002,10.94218042485
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2019,0.1402994142029565,0.2487724158620386,0.0207970700955922
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2019,66.59507689176,119.95131601213001,10.33193611503
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0397332988455579,0.0844717229978408,0.0145897553484318
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,55.35600019986,119.32882972915,20.50449614979
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0399757641609502,0.0764626880072341,0.0174867667971092
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,55.18670277267,103.38213346847999,24.16949487742
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0396187808931511,0.0685165194573513,0.0191452284137532
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,54.24859747333,95.07865590041,26.08553670253
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0399045252760773,0.0683884680632705,0.0184301777737067
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,54.84391286266,96.77489950431,26.123290042929998
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.0402244133182908,0.0727560800179523,0.0181897137770811
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,55.26078529696,105.62483080974,24.59283942923
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.0406271526778264,0.0799658403082502,0.0151243426608934
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,55.84222520098,116.35939476738,20.030891779060003
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0414427315270971,0.0731463623215936,0.0192980358488661
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,56.9040852323,107.11825213614999,25.38971177622
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0428951809796517,0.0746175302576338,0.0208708158121838
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,58.87353176241,104.30416160861,27.838374448600003
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.0442882238038567,0.0822363842640239,0.019924321407013
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,60.5781814069,114.99259275645001,25.611390218560004
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.0451434402577056,0.097891652973554,0.014798809135961
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,61.48530663203999,133.61092894406,19.848131134910002
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2010,0.2218818996903927,0.2962834743251908,0.128690860136773
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2010,793.95747736128,1068.97684548304,455.63253535273003
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2011,0.2342828485192553,0.3075200072364781,0.1380860946899698
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2011,835.9200507335801,1110.78544559223,492.08481457981003
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2012,0.2497819721932511,0.3214373868974216,0.1514257641156196
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2012,883.72366812558,1145.51887368958,548.16082408328
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2013,0.2646092540376089,0.3363911285449377,0.1637303713938679
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2013,927.72159018696,1208.91387561543,564.49020912259
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2014,0.2758530292445255,0.3465532853096356,0.1721816797663795
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2014,960.57158746911,1227.91016457099,589.90559440489
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2015,0.2806490414820164,0.3508757156889699,0.1764406323553188
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2015,975.97648041069,1238.96410059217,614.1226808988899
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2016,0.2770379651386179,0.3459467013303451,0.1746100495754474
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2016,975.94088165569,1260.84765534434,611.64650127262
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2017,0.2673733777962642,0.3329484723932592,0.1707051433916314
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2017,945.1570961175901,1206.7311140541199,601.2870222748201
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2018,0.2556812544042144,0.3160487275735201,0.167349091092628
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2018,909.8819057053399,1175.83290719227,570.9120927417699
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Percent,2019,0.2452487705752306,0.3012752034790466,0.16371661063609
DALYs (Disability-Adjusted Life Years),People's Republic of China,Both,All ages,Stroke,Ambient particulate matter pollution,Rate,2019,884.1626976861,1132.4704482472,582.0145587585
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2010,0.0842199364257807,0.1147417757706039,0.0510928086940497
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,104.41172458128,144.79740961148,62.659321025100006
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2011,0.0853268669107861,0.1142396553703939,0.0539505682949877
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,106.04460694849001,141.63890593588002,63.992854469259996
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2012,0.0864047124607438,0.1122278737638512,0.0550785679139265
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,106.15371263812,141.81244567278,63.134813966980005
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2013,0.0878747904909745,0.1151816094672363,0.0568002856207307
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,106.56700507025,140.98511739523,69.24113638577
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2014,0.089678127813305,0.1170080163785972,0.0577511541400663
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,107.46991171599,145.10110896955,68.7766088171
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2015,0.091623843850324,0.1220570769414667,0.0590668972958654
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,110.77574519676001,150.12719636111999,69.66339276114999
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2016,0.0945521337523114,0.1215912945824141,0.0624029331652454
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,113.8929065666,150.6155001428,74.85131912991
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2017,0.0980038445161064,0.1242983713690083,0.0674093802833736
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,118.18378839580998,156.86219947146,83.86231491683
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2018,0.1012186378750278,0.1294138299679067,0.0713212899913328
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,122.3549123796,167.14001952943,86.21841100243999
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Percent,2019,0.10331158196741,0.135044445565721,0.0707719872534699
DALYs (Disability-Adjusted Life Years),Republic of Indonesia,Both,All ages,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,125.42936981362999,169.08921694587,85.32849412079
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2010,0.0599370864016005,0.1584725767759578,0.0076913586025179
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2010,107.44868333163001,283.66753110873,13.68025717022
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2011,0.0604269899815639,0.1507322723136848,0.0078493946967993
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2011,106.42566334621,262.10547351799,14.95880883839
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2012,0.060883566495464,0.1441047156999145,0.0083835365793699
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2012,105.05408330126001,262.19935267979,15.39226522023
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2013,0.0615580120039049,0.1472337047242836,0.0087756503099487
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2013,103.97973645437,259.65164934223003,16.40358195408
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2014,0.0622561203976128,0.1546894740125142,0.0086212120155282
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2014,102.31534292522,254.37839078936997,15.08561636051
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2015,0.0632464429451983,0.1673360770710908,0.0079872075347111
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2015,101.5865340515,276.57203884803,13.683782463030001
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2016,0.0656119638169357,0.1582597137474994,0.0087169295761492
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Rate,2016,103.22987315626001,245.82434508441997,14.40588640476
DALYs (Disability-Adjusted Life Years),Republic of Fiji,Both,All ages,Respiratory infections and tuberculosis,Ambient particulate matter pollution,Percent,2017,0.0692867360676059,0.1554410126834967,0.0090001937224304
